"","session","sender","receiver","sender_dialog","sender_id","sender_gender","receiver_id","receiver_gender"
"3509",2105,"Saleh","Ashley","question",3,"male",1,"female"
"3510",2105,"Ashley","Saleh","statement",1,"female",3,"male"
"3511",2105,"Saleh","Ashley","statement",3,"male",1,"female"
"3512",2105,"Ashley","Will","question",1,"female",2,"male"
"3513",2105,"Will","Oleg","statement",2,"male",4,"male"
"3514",2105,"Oleg","Vika","disruption",4,"male",5,"female"
"3515",2105,"Vika","Will","question",5,"female",2,"male"
"3516",2105,"Will","Ashley","statement",2,"male",1,"female"
"3517",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3518",2105,"Vika","Vika","statement",5,"female",5,"female"
"3519",2105,"Vika","Ashley","question",5,"female",1,"female"
"3520",2105,"Ashley","Vika","question",1,"female",5,"female"
"3521",2105,"Vika","Oleg","question",5,"female",4,"male"
"3522",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3523",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3524",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3525",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3526",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3527",2105,"Ashley","Vika","question",1,"female",5,"female"
"3528",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3529",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3530",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3531",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3532",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3533",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3534",2105,"Ashley","Vika","question",1,"female",5,"female"
"3535",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3536",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3537",2105,"Vika","Oleg","question",5,"female",4,"male"
"3538",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3539",2105,"Vika","Ashley","question",5,"female",1,"female"
"3540",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3541",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3542",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3543",2105,"Ashley","Oleg","statement",1,"female",4,"male"
"3544",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3545",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3546",2105,"Vika","Ashley","question",5,"female",1,"female"
"3547",2105,"Ashley","Oleg","statement",1,"female",4,"male"
"3548",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3549",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3550",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3551",2105,"Ashley","Oleg","question",1,"female",4,"male"
"3552",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3553",2105,"Ashley","Ashley","statement",1,"female",1,"female"
"3554",2105,"Ashley","Will","statement",1,"female",2,"male"
"3555",2105,"Will","Ashley","disruption",2,"male",1,"female"
